eventID,opcode,subblock,COMP-4c.avg
1,1011,0,16.16
1,1011,1,26.48
2,1113,0,163392.88
2,1113,1,50305.00
3,1090,0,160773.16
3,1090,1,16973.43
3,1090,2,13864.08
4,1113,0,146.31
5,1148,0,15.28
5,1148,1,15.00
6,1113,0,135.40
6,1113,1,30453.00
6,1113,2,8153.95
7,1090,0,14.00
8,1148,0,15.00
8,1148,1,15.00
9,1090,0,17803.00
9,1090,1,15465.76
10,1113,0,145.77
11,1148,0,14.35
11,1148,1,15.06
12,1113,0,164443.00
12,1113,1,130.98
12,1113,2,22187.00
12,1113,3,9535.96
13,1090,0,14.92
14,1148,0,15.17
14,1148,1,15.97
15,1004,0,45686.44
15,1004,1,48947.67
16,1010,0,14.45
17,1102,0,3073.56
17,1102,1,15.12
17,1102,2,321.25
18,1113,0,3388.00
18,1113,1,282.41
18,1113,2,56.26
19,1102,0,3144.43
19,1102,1,27.64
19,1102,2,318.73
20,1113,0,281.82
21,1113,0,143439.50
21,1113,1,286.97
21,1113,2,24.03
22,1090,0,141606.93
22,1090,1,5278.51
22,1090,2,7355.01
23,1113,0,135.95
24,1148,0,14.97
24,1148,1,14.86
25,1113,0,143749.00
25,1113,1,6644.00
25,1113,2,22187.00
25,1113,3,10606.88
26,1090,0,9899.15
26,1090,1,11328.29
27,1148,0,14.24
27,1148,1,14.71
28,1113,0,130.98
28,1113,1,4310.61
29,1090,0,14.00
30,1148,0,15.00
30,1148,1,15.97
31,1004,0,44405.82
31,1004,1,47536.31
32,1010,0,22.49
33,1102,0,3069.24
33,1102,1,15.06
33,1102,2,324.77
33,1102,3,48500.45
34,1113,0,3388.00
34,1113,1,284.36
34,1113,2,56.33
34,1113,3,49020.72
35,1102,0,3140.35
35,1102,1,27.33
35,1102,2,323.20
35,1102,3,49685.30
36,1113,0,285.51
37,1113,0,287.07
37,1113,1,17.73
38,1090,0,5344.14
38,1090,1,7384.35
39,1148,0,14.83
39,1148,1,14.81
40,1113,0,135.97
40,1113,1,274.02
40,1113,2,251.94
41,1148,0,14.94
41,1148,1,14.24
42,1102,0,442.35
43,1113,0,2568.90
43,1113,1,354.27
43,1113,2,12013.19
44,1090,0,9424.01
44,1090,1,11562.36
45,1148,0,14.27
45,1148,1,14.61
46,1113,0,131.12
46,1113,1,280.75
46,1113,2,239.84
47,1148,0,14.81
47,1148,1,15.90
48,1102,0,15.07
48,1102,1,594.65
48,1102,2,48640.84
49,1113,0,282.31
49,1113,1,56.31
49,1113,2,442.73
50,1102,0,27.31
50,1102,1,325.94
50,1102,2,49601.39
51,1113,0,287.11
51,1113,1,20.79
52,1004,0,6179.00
52,1004,1,5920.80
53,1113,0,3147.50
54,1090,0,2900.60
54,1090,1,4671.11
54,1090,2,7325.90
55,1113,0,135.98
56,1148,0,14.89
56,1148,1,14.45
57,1113,0,3263.00
57,1113,1,22187.00
57,1113,2,11099.15
58,1090,0,9545.93
58,1090,1,11105.00
59,1148,0,14.22
59,1148,1,14.67
60,1113,0,131.00
60,1113,1,4141.75
61,1090,0,14.00
62,1148,0,14.62
62,1148,1,15.95
63,1004,0,12075.54
63,1004,1,45679.56
63,1004,2,48945.74
64,1090,0,52.07
65,1148,0,16.09
66,1113,0,50.88
66,1113,1,17.00
67,1090,0,16.00
67,1090,1,16.75
68,1148,0,16.04
69,1113,0,50.00
69,1113,1,17.00
70,1113,0,17.00
70,1113,1,17.00
70,1113,2,17.00
71,1004,0,23.74
71,1004,1,23.89
72,1090,0,102.53
73,1148,0,14.87
74,1113,0,100.00
74,1113,1,18.00
75,1004,0,93.86
75,1004,1,75.60
75,1004,2,77.00
76,1090,0,117.53
77,1148,0,16.00
78,1113,0,110.00
78,1113,1,19.00
79,1004,0,92.27
79,1004,1,73.40
79,1004,2,75.00
80,1045,0,110.17
